Version,TestID,TestName,Result,Status,ST,MC,BC,HD,ED,CMC,TM
4,C_8_M_1,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsIgnoreCase_LocaleIndependence,0,Modified,18,3,0.333333333,0.00105042,2316,0.666666667,1
4,C_8_M_2,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_CharArray,0,Modified,23,2,0.5,0.010115157,2310,0,2
4,C_8_M_3,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_String,0,Modified,22,3,0.666666667,0.012905162,2316,0.333333333,2
4,C_8_M_4,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsOnly_CharArray,0,Modified,23,5,0.6,0.016861045,2375,0.4,0
4,C_8_M_5,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsOnly_String,0,Modified,22,6,0.5,0.014921668,2413,0.5,0
4,C_9_M_1,org.apache.commons.lang3.CharSetTest::testEquals_Object,0,Modified,20,11,0,0,2704,0.545454545,0
4,C_9_M_2,org.apache.commons.lang3.CharSetTest::testHashCode,0,Modified,13,10,0,0,2641,0.4,0
4,C_9_M_3,org.apache.commons.lang3.CharSetTest::testContains_Char,0,Modified,34,15,0,0,2980,0.466666667,0
4,C_10_M_1,org.apache.commons.lang3.AnnotationUtilsTest::testIsValidAnnotationMemberType,0,Modified,9,25,0.72,0.04911289,3798,0.56,0
4,C_10_M_2,org.apache.commons.lang3.AnnotationUtilsTest::testToString,0,Modified,8,54,0.796296296,0.097265381,6459,0.648148148,0
