Version,TestID,TestName,Result,Status,ST,MC,BC,HD,ED,CMC,TM
12,C_2_M_8,org.joda.time.TestLocalDateTime_Constructors::testFactory_fromDateFields_beforeYearZero3,1,New,6,408,0.955882353,0.652232409,19206,0.012254902,0
12,C_2_M_9,org.joda.time.TestLocalDateTime_Constructors::testFactory_fromDateFields_null,0,New,6,347,0.982708934,0.627368115,18011,0.014409222,0
12,C_3_M_1,org.joda.time.TestLocalDate_Constructors::testFactory_fromCalendarFields,0,New,5,352,0.974431818,0.6173203,18101,0.011363636,0
12,C_3_M_2,org.joda.time.TestLocalDate_Constructors::testFactory_fromCalendarFields_beforeYearZero1,1,New,6,383,0.976501305,0.646304904,18659,0.010443864,0
12,C_3_M_3,org.joda.time.TestLocalDate_Constructors::testFactory_fromCalendarFields_beforeYearZero3,1,New,6,383,0.976501305,0.646304904,18659,0.010443864,0
12,C_3_M_4,org.joda.time.TestLocalDate_Constructors::testFactory_fromCalendarFields_null,0,New,6,344,0.98255814,0.622394656,17957,0.011627907,0
12,C_3_M_5,org.joda.time.TestLocalDate_Constructors::testFactory_fromDateFields_after1970,0,New,5,352,0.974431818,0.6173203,18101,0.011363636,0
12,C_3_M_6,org.joda.time.TestLocalDate_Constructors::testFactory_fromDateFields_before1970,0,New,5,352,0.974431818,0.6173203,18101,0.011363636,0
12,C_3_M_7,org.joda.time.TestLocalDate_Constructors::testFactory_fromDateFields_beforeYearZero1,1,New,6,383,0.976501305,0.646304904,18659,0.010443864,0
12,C_3_M_8,org.joda.time.TestLocalDate_Constructors::testFactory_fromDateFields_beforeYearZero3,1,New,6,383,0.976501305,0.646304904,18659,0.010443864,0
12,C_3_M_9,org.joda.time.TestLocalDate_Constructors::testFactory_fromDateFields_null,0,New,6,344,0.98255814,0.622394656,17957,0.011627907,0
12,C_4_M_1,org.joda.time.format.TestDateTimeFormatterBuilder::test_printParseZoneBahiaBanderas,0,New,6,320,0.99375,0.615642743,17568,0.009375,0
12,C_5_M_1,org.joda.time.format.TestPeriodFormat::test_wordBased_es_formatStandard,0,Modified,3,267,0.962546816,0.472444559,17118,0.007490637,0
12,C_5_M_2,org.joda.time.format.TestPeriodFormat::test_wordBased_es_FormatOneField,0,Modified,3,266,0.958646617,0.472844073,17112,0.007518797,0
12,C_5_M_3,org.joda.time.format.TestPeriodFormat::test_wordBased_es_formatTwoFields,0,Modified,3,269,0.955390335,0.46980989,17130,0.007434944,0
12,C_5_M_4,org.joda.time.format.TestPeriodFormat::test_wordBased_es_parseOneField,0,Modified,3,305,0.950819672,0.44427219,17406,0.006557377,0
12,C_5_M_5,org.joda.time.format.TestPeriodFormat::test_wordBased_es_parseTwoFields,0,Modified,3,308,0.944805195,0.441420558,17433,0.006493506,0
12,C_5_M_6,org.joda.time.format.TestPeriodFormat::test_wordBased_da_formatMultiple,0,New,3,267,0.962546816,0.472444559,17118,0.007490637,0
12,C_5_M_7,org.joda.time.format.TestPeriodFormat::test_wordBased_da_formatSinglular,0,New,3,267,0.962546816,0.472444559,17118,0.007490637,0
11,C_1_M_1,org.joda.time.TestLocalDateTime_Constructors::testConstructor_Object_Chronology_crossChronology,0,New,11,465,0.944086022,0.617134511,24645,0.002150538,0
